_Z_	Z Ell	l+…
_Z_	Z Els	l+..
_Z_	Z Dsh	l+-
_Z_	Z Dsd	l+--
_Z_	Z Opr	l+(
_Z_	Z Cpr	l+)
_Z_	Z Quo	l+"
_Z_	Z Oqu	l+«
_Z_	Z Cqu	l+»
_Z_	Z Osq	l+[
_Z_	Z Csq	l+]
_Z_	Z Sla	l+/
_Z_	Z 			


_U_ Sg Nom	A super sg nom			
_U_ Pl Nom	A super pl nom			
_U_ Sg Gen	A super sg gen			
_U_ Pl Gen	A super pl gen			
_U_ Sg Par	A super sg part			
_U_ Pl Par	A super pl part			
_U_ Sg Ill	A super sg ill			
_U_ Pl Ill	A super pl ill			
_U_ Sg Ine	A super sg in			
_U_ Pl Ine	A super pl in			
_U_ Sg Ela	A super sg el			
_U_ Pl Ela	A super pl el			
_U_ Sg All	A super sg all			
_U_ Pl All	A super pl all			
_U_ Sg Ade	A super sg ad			
_U_ Pl Ade	A super pl ad			
_U_ Sg Abl	A super sg abl			
_U_ Pl Abl	A super pl abl			
_U_ Sg Tra	A super sg tr			
_U_ Pl Tra	A super pl tr			
_U_ Sg Trm	A super sg term			
_U_ Pl Trm	A super pl term			
_U_ Sg Ess	A super sg es			
_U_ Pl Ess	A super pl es			
_U_ Sg Abe	A super sg abes			
_U_ Pl Abe	A super pl abes			
_U_ Sg Com	A super sg kom			
_U_ Pl Com	A super pl kom			

_V_ Pers Prs Imprt Neg	V aux imper pres ps3 sg ps neg	V 	l+ära	#ärgu	
_V_ Pers Prs Imprt Pl2 Neg	V aux imper pres ps2 pl ps neg 	l+ära	#ärge	
_V_ Pers Prs Imprt Sg2 Neg	V aux indic pres ps neg 	l+ära	#ära	
_V_ Neg	    V aux neg	l+ei		
_V_ Pers Prs Imprt Pl1 Neg Use/Rare	V aux imper pres ps1 pl ps neg	
_V_ Pers Prs Ind Sg1 Aff	V main indic pres ps1 sg ps af		
_V_ Pers Prs Ind Sg2 Aff	V main indic pres ps2 sg ps af		
_V_ Pers Prs Ind Sg3 Aff	V main indic pres ps3 sg ps af		
_V_ Pers Prs Ind Pl1 Aff	V main indic pres ps1 pl ps af			
_V_ Pers Prs Ind Pl2 Aff	V main indic pres ps2 pl ps af			
_V_ Pers Prs Ind Pl3 Aff	V main indic pres ps3 pl ps af			
_V_ Pers Prs Ind Neg	V main indic pres ps neg			
_V_ Pers Prs Ind Neg	V main indic pres ps neg			
_V_ Pers Prs Ind Neg	V main indic pres ps neg			
_V_ Pers Prs Cond Sg1 Aff	V main cond pres ps1 sg ps af			
_V_ Pers Prs Cond Sg2 Aff	V main cond pres ps2 sg ps af			
_V_ Pers Prs Cond	V main cond pres ps af			
_V_ Pers Prs Cond Pl1 Aff	V main cond pres ps1 pl ps af			
_V_ Pers Prs Cond Pl2 Aff	V main cond pres ps2 pl ps af			
_V_ Pers Prs Cond Pl3 Aff	V main cond pres ps3 pl ps af			
_V_ Pers Prs Cond Sg1 Neg	V main cond pres ps1 sg ps neg			
_V_ Pers Prs Cond Sg2 Neg	V main cond pres ps2 sg ps neg			
_V_ Pers Prs Cond Neg	V main cond pres ps neg			
_V_ Pers Prs Cond Pl1 Neg	V main cond pres ps1 pl ps neg			
_V_ Pers Prs Cond Pl2 Neg	V main cond pres ps2 pl ps neg			
_V_ Pers Prs Cond Pl3 Neg	V main cond pres ps3 pl ps neg			
_V_ Pers Prs Imprt Sg2	V main imper pres ps2 sg ps af			
_V_ Pers Prs Imprt	V main imper pres sg ps af
_V_ Pers Prs Imprt Neg	V aux imper pres ps3 pl ps neg
_V_ Pers Prs Imprt Pl1	V main imper pres ps1 pl ps af			
_V_ Pers Prs Imprt Pl2	V main imper pres ps2 pl ps af			
_V_ Pers Prs Quot	V main quot pres ps af			
_V_ Pers Prs Quot Neg	V main quot pres ps neg			
_V_ Pers Prt Ind Sg1 Aff	V main indic impf ps1 sg ps af			
_V_ Pers Prt Ind Sg2 Aff	V main indic impf ps2 sg ps af			
_V_ Pers Prt Ind Sg3 Aff	V main indic impf ps3 sg ps af			
_V_ Pers Prt Ind Pl1 Aff	V main indic impf ps1 pl ps af			
_V_ Pers Prt Ind Pl2 Aff	V main indic impf ps2 pl ps af			
_V_ Pers Prt Ind Pl3 Aff	V main indic impf ps3 pl ps af			
_V_ Pers Prt Ind Neg	V main indic impf ps neg			
_V_ Pers Prt Ind Neg	V main indic impf ps neg			
_V_ Pers Prt Ind Neg	V main indic impf ps neg			
_V_ Pers Prt Cond Sg1 Aff	V main cond pres ps1 sg ps af			
_V_ Pers Prt Cond Sg2 Aff	V main cond pres ps2 sg ps af			
_V_ Pers Prt Cond Pl1 Aff	V main cond pres ps1 pl ps af			
_V_ Pers Prt Cond Pl2 Aff	V main cond pres ps2 pl ps af			
_V_ Pers Prt Cond Pl3 Aff	V main cond pres ps3 pl ps af			
_V_ Pers Prt Cond Sg1 Neg	V main cond pres ps1 sg ps neg			
_V_ Pers Prt Cond Sg2 Neg	V main cond pres ps2 sg ps neg			
_V_ Pers Prt Cond Pl1 Neg	V main cond pres ps1 pl ps neg			
_V_ Pers Prt Cond Pl2 Neg	V main cond pres ps2 pl ps af			
_V_ Pers Prt Cond Pl3 Neg	V main cond pres ps3 pl ps af			
_V_ Pers Prt Quot				
_V_ Pers Prt Quot Neg				
_V_ Impers Prs Ind Aff	V main indic pres imps af			
_V_ Impers Prs Ind Neg	V main indic pres imps neg			
_V_ Impers Prs Ind Neg	V aux indic pres imps neg			
_V_ Impers Prs Ind Neg	V aux indic pres imps neg			
_V_ Impers Prs Cond	V main cond pres imps			
_V_ Impers Prs Cond Neg	V main cond pres imps neg			
_V_ Impers Prs Imprt	V main imper pres imps af			
_V_ Impers Prs Imprt Neg				
_V_ Impers Prs Quot	V main quot pres imps af	#räägitavat		
_V_ Impers Prs Quot Neg	V main quot pres imps neg	#ei räägitavat
_V_ Impers Prt Ind Aff	V main indic impf imps af			
_V_ Impers Prt Ind Neg	V main indic impf imps neg			
_V_ Impers Prt Ind Neg	V main indic impf imps neg			
_V_ Impers Prt Ind Neg	V main partic past imps			
_V_ Impers Prt Cond				
_V_ Impers Prt Cond Neg				
_V_ Impers Prs Prc	V main partic pres imps			
_V_ Impers Prt Prc	V main partic past imps			
_V_ Impers Sup	V main sup imps			
_V_ Inf	V main inf			
_V_ Ger	V main ger			
_V_	V main af			
_V_ Neg	V aux neg			
_V_ Pers Prt Imprt	V main ps partic			
_V_ Pers Prt Prc	V main partic past ps
_V_ Pers Sup Ill	V main sup ps ill			
_V_ Pers Sup Abe	V main sup ps abes			
_V_ Pers Sup Ine	V main sup ps in			
_V_ Impers Prs Quot	V main quot pres ps af			
_V_ Pers Prt Cond	V main cond pres ps af			
_V_ Pers Prt Cond	V main cond pres ps neg	pl+ei
_V_ Pers Sup Tra	V main sup ps tr			

_X_	X			

_Y_ 	Y adverbial	l+jne|nt|jms|jpt
_Y_ 	Y nominal	l+a
_Y_ 	Y verbal	l+vt
_Y_ 	Y		
_Y_ ?	Y
_Y_ Sg Nom	Y nominal sg nom			
_Y_ Pl Nom	Y nominal pl nom			
_Y_ Sg Gen	Y nominal sg gen			
_Y_ Pl Gen	Y nominal pl gen			
_Y_ Sg Par	Y nominal sg part			
_Y_ Pl Par	Y nominal pl part			
_Y_ Sg Ill	Y nominal sg ill			
_Y_ Pl Ill	Y nominal pl ill			
_Y_ Sg Ine	Y nominal sg in			
_Y_ Pl Ine	Y nominal pl in			
_Y_ Sg Ela	Y nominal sg el			
_Y_ Pl Ela	Y nominal pl el			
_Y_ Sg All	Y nominal sg all			
_Y_ Pl All	Y nominal pl all			
_Y_ Sg Ade	Y nominal sg ad			
_Y_ Pl Ade	Y nominal pl ad			
_Y_ Sg Abl	Y nominal sg abl			
_Y_ Pl Abl	Y nominal pl abl			
_Y_ Sg Tra	Y nominal sg tr			
_Y_ Pl Tra	Y nominal pl tr			
_Y_ Sg Trm	Y nominal sg term			
_Y_ Pl Trm	Y nominal pl term			
_Y_ Sg Ess	Y nominal sg es			
_Y_ Pl Ess	Y nominal pl es			
_Y_ Sg Abe	Y nominal sg abes			
_Y_ Pl Abe	Y nominal pl abes			
_Y_ Sg Com	Y nominal sg kom			
_Y_ Pl Com	Y nominal pl kom			
